period,lag,window,n_obs,beta_meadow,beta_sparse,beta_forest,p_clim,p_sparse_interaction,p_forest_interaction,r2
cold_half_year,1,1,841,-0.012911525388446555,0.062162155806473794,-0.01608708288242884,0.07585139083249309,0.05816901643853861,0.8124427623749466,0.17136639561253508
cold_half_year,1,2,841,-0.0130064795203394,0.04152547853964281,-0.022162381487939004,0.10660979896748246,0.31694860192428287,0.47992010731130863,0.17137736033918805
cold_half_year,0,3,841,-0.014218663298431678,0.03330152846735823,-0.02312967303771099,0.1254843446751322,0.5031257475565906,0.5671178191071387,0.17030884975185745
cold_half_year,1,3,841,-0.0177101429647121,-0.01707605110493418,-0.03525505188396731,0.15361762878222007,0.9945144964917116,0.3571941966738127,0.17195893222908487
cold_half_year,0,2,841,-0.012848194217171066,0.038364258642858494,-0.01566643806636782,0.2456141604904195,0.43742912171930826,0.8796237757194647,0.16944122840303932
cold_half_year,2,1,841,-0.006785528556514281,0.01610925186609834,-0.014799981141566786,0.31203691877408013,0.5887963492895718,0.4232246932752475,0.16996986055230767
cold_half_year,2,2,841,-0.010003604581489557,-0.055985802531958034,-0.025094263405381477,0.34010358808610663,0.4614273591672503,0.3323813734390244,0.17109108824608366
cold_half_year,2,3,841,-0.0044867499395847615,-0.11046657473991084,-0.028585772388106778,0.737399858987953,0.12680925451181796,0.28357131511932976,0.17010337074258308
cold_half_year,0,1,841,0.0003962403994594197,-0.02344018867943985,-0.0018488188161113032,0.9743737565091133,0.656893111028888,0.9163175962220295,0.16811500884870012
